Name,WALS code,ISO 639-3,Genus,Family,Macroarea,Latitude,Longitude,Countries
Itawis,itw,itv,Northern Luzon,Austronesian,Papunesia,17.75,121.50,Philippines
Itelmen,ite,itl,Southern Chukotko-Kamchatkan,Chukotko-Kamchatkan,Eurasia,57.00,157.50,Russia
Itonama,ito,ito,Itonama,Itonama,South America,-12.83,-64.33,Bolivia
Itzaj,itz,itz,Mayan,Mayan,North America,17.00,-89.83,Guatemala
Ivatan,iva,ivb,Batanic,Austronesian,Papunesia,20.50,122.00,Philippines
Iwaidja,iwa,ibd,Iwaidjan,Iwaidjan,Australia,-11.50,132.67,Australia
Iwam,iwm,iwm,Iwamic,Sepik,Papunesia,-4.33,142.00,Papua New Guinea
Iwoyo,kwy,yom,Bantu,Niger-Congo,Africa,-5.50,12.25,Angola
Ixcatec,ixc,ixc,Popolocan,Oto-Manguean,North America,17.83,-97.17,Mexico
Ixil,ixi,ixl,Mayan,Mayan,North America,15.50,-91.00,Guatemala
Izere,jar,izr,Benue-Congo Plateau,Niger-Congo,Africa,9.50,8.67,Nigeria
Izhor,izh,izh,Finnic,Uralic,Eurasia,59.00,29.00,Russia
Izi,izi,izz,Igboid,Niger-Congo,Africa,6.33,8.00,Nigeria
Jabêm,jab,jae,Oceanic,Austronesian,Papunesia,-6.58,147.78,Papua New Guinea
Jabutí,jbt,jbt,Jabutí,Macro-Ge,South America,-12.25,-62.25,Brazil
Jad,jad,jda,Bodic,Sino-Tibetan,Eurasia,30.83,79.00,India
Jahai,jah,jhi,Aslian,Austro-Asiatic,Eurasia,5.75,101.50,Malaysia
Jakaltek,jak,jac,Mayan,Mayan,North America,15.67,-91.67,Guatemala
Jamaican Creole,jcr,jam,Creoles and Pidgins,other,North America,18.17,-77.25,Jamaica
Jamamadi,jmm,jaa,Arauan,Arauan,South America,-7.50,-67.00,Brazil
Jaminjung,jam,djd,Jaminjungan,Mirndi,Australia,-15.08,130.50,Australia
Jamsay,jms,djm,Dogon,Dogon,Africa,14.42,-2.50,Mali
Japanese,jpn,jpn,Japanese,Japanese,Eurasia,37.00,140.00,Japan
Japreria,jpr,jru,Cariban,Cariban,South America,10.50,-73.00,Venezuela
Jaqaru,jaq,jqr,Aymaran,Aymaran,South America,-13.00,-76.00,Peru
Jarawa (in Andamans),jrw,anq,South Andamanese,South Andamanese,Eurasia,12.00,92.58,India
Jarawara,jwr,jaa,Arauan,Arauan,South America,-7.50,-65.50,Brazil
Javanese,jav,jav,Javanese,Austronesian,Papunesia,-7.00,111.00,Indonesia
Jebero,jeb,jeb,Cahuapanan,Cahuapanan,South America,-5.42,-76.50,Peru
Jeh,jeh,jeh,Bahnaric,Austro-Asiatic,Eurasia,15.17,107.83,VietnamLaos
Jeli,jel,jek,Western Mande,Mande,Africa,9.50,-5.67,Côte d'Ivoire
Jemez,jem,tow,Kiowa-Tanoan,Kiowa-Tanoan,North America,35.83,-107.00,United States
Jiarong,jia,jya,Na-Qiangic,Sino-Tibetan,Eurasia,31.50,102.00,China
Jibbali,jib,shv,Semitic,Afro-Asiatic,Eurasia,17.50,55.00,Oman
Jingpho,jng,kac,Brahmaputran,Sino-Tibetan,Eurasia,25.42,97.00,Myanmar
Jino,jin,jiu,Burmese-Lolo,Sino-Tibetan,Eurasia,22.00,101.00,China
Jivaro,jiv,jiv,Jivaroan,Jivaroan,South America,-2.50,-78.00,Ecuador
Johari,joh,rgk,Bodic,Sino-Tibetan,Eurasia,30.67,80.00,India
Jomang,jom,tlo,Talodi,Kordofanian,Africa,10.58,30.50,Sudan
Juang,jun,jun,Munda,Austro-Asiatic,Eurasia,21.33,86.00,India
Jugli,jug,nst,Brahmaputran,Sino-Tibetan,Eurasia,27.50,96.33,India
Ju|'hoan,juh,ktz,Ju-Kung,Kxa,Africa,-19.00,21.00,AngolaNamibiaBotswana
Jukun,juk,jbu,Jukunoid,Niger-Congo,Africa,6.92,10.42,Nigeria
Júma,jum,jua,Maweti-Guarani,Tupian,South America,-7.50,-64.00,Brazil
Jurchen,jur,juc,Tungusic,Altaic,Eurasia,47.00,130.00,China
Jur Mödö,jmo,bex,Bongo-Bagirmi,Central Sudanic,Africa,6.00,30.00,South Sudan
Juruna,jrn,jur,Yuruna,Tupian,South America,-5.00,-54.50,Brazil
Kabardian,kab,kbd,Northwest Caucasian,Northwest Caucasian,Eurasia,43.50,43.50,Russia
Kabatei,kbt,xkp,Iranian,Indo-European,Eurasia,36.75,49.42,Iran
Kabiyé,kby,kbp,Grusi,Niger-Congo,Africa,9.67,1.17,Togo
Kabui,kbi,nbu,Zemeic,Sino-Tibetan,Eurasia,24.83,94.00,India
Kabyle,kbl,kab,Berber,Afro-Asiatic,Africa,36.50,5.00,Algeria
Kachari,kac,xac,Brahmaputran,Sino-Tibetan,Eurasia,26.50,91.00,India
Kadazan,kdz,kzj,North Borneo,Austronesian,Papunesia,5.92,117.17,Malaysia
Kadiwéu,kdw,kbc,Kadiwéu,Guaicuruan,South America,-20.00,-57.00,Brazil
Kadugli,kad,xtc,Kadugli,Kadu,Africa,11.00,29.67,Sudan
Kagoma,kgm,kdm,Benue-Congo Plateau,Niger-Congo,Africa,9.25,8.17,Nigeria
Kagulu,kgr,kki,Bantu,Niger-Congo,Africa,-6.33,37.00,Tanzania
Kaian,kai,kct,Lower Ramu,Ramu-Lower Sepik,Papunesia,-4.08,144.75,Papua New Guinea
Kaili,kli,lew,Celebic,Austronesian,Papunesia,-1.17,120.00,Indonesia
Kaingang,kng,kgp,Je Meridional,Macro-Ge,South America,-26.00,-52.00,Brazil
Kairiru,krr,kxa,Oceanic,Austronesian,Papunesia,-3.33,143.58,Papua New Guinea
Kaiwá,kaw,kgk,Maweti-Guarani,Tupian,South America,-23.00,-55.00,ParaguayBrazil
Kaki Ae,kae,tbd,Tate,Tate,Papunesia,-8.00,145.83,Papua New Guinea
Kala Lagaw Ya,kly,mwp,Northern Pama-Nyungan,Pama-Nyungan,Papunesia,-10.12,142.12,Australia
Kalam,klq,kmh,Kalam-Kobon,Trans-New Guinea,Papunesia,-5.25,144.58,Papua New Guinea
Kalami,kal,gwc,Indic,Indo-European,Eurasia,35.50,72.50,Pakistan
Kalanga,klz,kck,Bantu,Niger-Congo,Africa,-20.50,27.50,BotswanaZimbabwe
Kalapuya,klp,kyl,Kalapuyan,Kalapuyan,North America,44.50,-123.00,United States
Kalasha,klh,kls,Indic,Indo-European,Eurasia,35.00,72.00,Pakistan
Kalispel,kls,fla,Interior Salish,Salishan,North America,48.00,-117.00,United States
Kalkatungu,kgu,ktg,Northern Pama-Nyungan,Pama-Nyungan,Australia,-21.00,139.50,Australia
Kalmyk,kmk,xal,Mongolic,Altaic,Eurasia,44.00,83.00,ChinaRussiaMongolia
Kalmyk (Issyk-Kul),kiq,xal,Mongolic,Altaic,Eurasia,42.42,78.33,Kyrgyzstan
Kaluli,kll,bco,Bosavi,Trans-New Guinea,Papunesia,-6.50,142.75,Papua New Guinea
Kamaiurá,kma,kay,Maweti-Guarani,Tupian,South America,-12.08,-52.58,Brazil
Kamano-Kafe,kak,kbq,Siane-Yagaria,Trans-New Guinea,Papunesia,-6.25,145.67,Papua New Guinea
Kamasau,kmz,kms,Marienberg,Torricelli,Papunesia,-3.92,143.67,Papua New Guinea
Kamass,kms,xas,Samoyedic,Uralic,Eurasia,52.00,92.00,Russia
Kamba,kba,kam,Bantu,Niger-Congo,Africa,-1.50,38.00,Kenya
Kambera,kam,xbr,Central Malayo-Polynesian,Austronesian,Papunesia,-9.83,120.17,Indonesia
Kambot,kbo,kbx,Ap Ma,Keram,Papunesia,-4.25,144.13,Papua New Guinea
Kami,kmi,kcu,Bantu,Niger-Congo,Africa,-6.75,38.00,Tanzania
Kamoro,kmr,kgq,Asmat-Kamrau Bay,Asmat-Kamrau Bay,Papunesia,-4.33,136.00,Indonesia
Kamu,kmw,xmu,Eastern Daly,Eastern Daly,Australia,-13.58,130.83,Australia
Kana,kan,ogo,Ogonoid,Niger-Congo,Africa,4.75,7.42,Nigeria
Kanakuru,knk,kna,West Chadic,Afro-Asiatic,Africa,10.00,12.00,Nigeria
Kanashi,xns,xns,Bodic,Sino-Tibetan,Eurasia,32.08,77.25,India
Kanembu,kbu,kbl,Western Saharan,Saharan,Africa,14.00,15.00,NigeriaChadNiger
Kangiryuarmiut,kgt,ikt,Eskimo,Eskimo-Aleut,North America,68.33,-133.75,Canada
Kanjobal (Eastern),kea,kjb,Mayan,Mayan,North America,15.33,-91.67,Guatemala
Kanjobal (Western),kwe,knj,Mayan,Mayan,North America,15.83,-91.83,Guatemala
Kankanay,kky,kne,Northern Luzon,Austronesian,Papunesia,16.75,120.58,Philippines
Kannada,knd,kan,Dravidian,Dravidian,Eurasia,14.00,76.00,India
Kanoê,kno,kxo,Kapixana,Kapixana,South America,-13.25,-61.00,Brazil
Kanum (Bädi),knb,khd,Kanum,Yam,Papunesia,-8.83,140.75,Indonesia
Kanum (Ngkâlmpw),knp,kcd,Kanum,Yam,Papunesia,-8.67,140.92,Indonesia
Kanuri,knr,knc,Western Saharan,Saharan,Africa,12.00,13.00,NigeriaChadNigerSudan
Kanyok,kyo,kny,Bantu,Niger-Congo,Africa,-7.33,23.58,Democratic Republic of Congo
Kapampangan,kpm,pam,Central Luzon,Austronesian,Papunesia,15.33,120.50,Philippines
Kapingamarangi,kpn,kpg,Oceanic,Austronesian,Papunesia,1.05,154.75,Micronesia
Karachay-Balkar,krc,krc,Turkic,Altaic,Eurasia,43.50,42.00,Russia
Karadjeri,krj,gbd,Western Pama-Nyungan,Pama-Nyungan,Australia,-19.00,122.00,Australia
Karaim,krm,kdr,Turkic,Altaic,Eurasia,54.67,24.92,UkraineLithuania
Kara (in Central African Republic),kar,kah,Bongo-Bagirmi,Central Sudanic,Africa,10.00,23.00,Central African Republic
Kara (in Papua New Guinea),kra,leu,Oceanic,Austronesian,Papunesia,-2.83,151.12,Papua New Guinea
Karajá,jva,kpj,Karajá,Macro-Ge,South America,-10.00,-50.33,Brazil
Karakalpak,kkp,kaa,Turkic,Altaic,Eurasia,43.00,60.00,Uzbekistan
Karanga,krg,sna,Bantu,Niger-Congo,Africa,-20.00,31.00,Zimbabwe
Karankawa,kkw,zkk,Karankawa,Karankawa,North America,28.00,-97.00,United States
Karao,kao,kyj,Northern Luzon,Austronesian,Papunesia,16.50,120.83,Philippines
Karata,krt,kpt,Avar-Andic-Tsezic,Nakh-Daghestanian,Eurasia,42.58,46.33,Russia
Karelian,krl,krl,Finnic,Uralic,Eurasia,64.00,32.00,Russia
Karen (Bwe),kbw,bwe,Karen,Sino-Tibetan,Eurasia,19.50,97.00,Myanmar
Karen (Pwo),kpw,kjp,Karen,Sino-Tibetan,Eurasia,13.00,99.17,ChinaMyanmar
Karen (Sgaw),ksg,ksw,Karen,Sino-Tibetan,Eurasia,18.00,97.00,Myanmar
Kariera,vka,vka,Western Pama-Nyungan,Pama-Nyungan,Australia,-20.50,118.50,Australia
Karimojong,kmj,kdj,Eastern Nilotic,Eastern Sudanic,Africa,3.00,34.17,Uganda
Karipuna (Panoan),kdg,,Panoan,Pano-Tacanan,South America,-10.00,-65.00,Brazil
Karitiâna,kna,ktn,Arikem,Tupian,South America,-9.50,-64.00,Brazil
Karkar-Yuri,kyr,yuj,Eastern Pauwasi,Pauwasi,Papunesia,-3.75,141.08,Papua New Guinea
Karó (Arára),kaa,arr,Ramarama,Tupian,South America,-10.33,-62.00,Brazil
Karok,krk,kyh,Karok,Hokan,North America,41.67,-123.00,United States
Kasem,ksm,xsm,Grusi,Niger-Congo,Africa,11.25,-1.25,Burkina Faso
Kashaya,ksh,kju,Pomoan,Hokan,North America,38.67,-123.33,United States
Kashmiri,kas,kas,Indic,Indo-European,Eurasia,34.00,76.00,PakistanIndia
Kashubian,ksu,csb,Slavic,Indo-European,Eurasia,54.00,18.00,Poland
Kasong,ksn,cog,Pearic,Austro-Asiatic,Eurasia,12.75,102.12,Thailand
Kata Kolok,kkl,bqy,Sign Languages,other,Papunesia,-8.25,115.17,Indonesia
Katcha,ktc,xtc,Kadugli,Kadu,Africa,10.83,29.67,Sudan
Kâte,kat,kmg,Huon,Trans-New Guinea,Papunesia,-6.50,147.75,Papua New Guinea
Kathlamet,ktm,,Chinookan,Penutian,North America,46.14,-123.40,
Kati (in Afghanistan),ktz,bsh,Nuristani,Indo-European,Eurasia,35.50,70.00,PakistanAfghanistan
"Kati (in West Papua, Indonesia)",kti,kts,Ok,Trans-New Guinea,Papunesia,-5.75,140.92,Indonesia
Katla,ktl,kcr,Katla-Tima,Kordofanian,Africa,11.83,29.33,Sudan
Kato,kto,ktw,Athapaskan,Na-Dene,North America,39.67,-123.67,United States
Katu,ktu,"ktv, kuf",Katuic,Austro-Asiatic,Eurasia,15.83,107.58,VietnamLaos
Kaulong,kau,pss,Oceanic,Austronesian,Papunesia,-6.17,149.67,Papua New Guinea
Kaure,kaj,bpp,Kaure,Kaure,Papunesia,-3.42,140.08,Indonesia
Kaurna,kaq,zku,Central Pama-Nyungan,Pama-Nyungan,Australia,-34.25,138.50,Australia
Kawaiisu,kws,xaw,Northern Uto-Aztecan,Uto-Aztecan,North America,36.00,-117.50,United States
Kayabí,kyz,kyz,Maweti-Guarani,Tupian,South America,-11.00,-55.50,Brazil
Kayah Li (Eastern),kyl,eky,Karen,Sino-Tibetan,Eurasia,19.00,97.50,ThailandMyanmar
Kayan (Baram),kbr,kys,North Borneo,Austronesian,Papunesia,3.50,114.50,Malaysia
Kayapó,kyp,txu,Je Setentrional,Macro-Ge,South America,-9.00,-52.00,Brazil
Kayardild,kay,gyd,Tangkic,Tangkic,Australia,-17.05,139.50,Australia
Kaytej,kyt,gbb,Central Pama-Nyungan,Pama-Nyungan,Australia,-21.00,134.00,Australia
Kazakh,kaz,kaz,Turkic,Altaic,Eurasia,50.00,70.00,Kazakhstan
Kedang,ked,ksx,Central Malayo-Polynesian,Austronesian,Papunesia,-8.25,123.75,Indonesia
Kefa,kef,kbr,Ta-Ne-Omotic,Afro-Asiatic,Africa,7.25,36.25,Ethiopia
Kei,kei,kei,Central Malayo-Polynesian,Austronesian,Papunesia,-5.83,132.92,Indonesia
K'ekchí,kek,kek,Mayan,Mayan,North America,16.00,-89.83,Guatemala
Kela (Apoze),kap,kcl,Oceanic,Austronesian,Papunesia,-7.42,147.08,Papua New Guinea
Kelabit,klt,kzi,North Borneo,Austronesian,Papunesia,3.67,115.42,Malaysia
Kele,kel,sbc,Oceanic,Austronesian,Papunesia,-2.08,147.08,Papua New Guinea
Kemant,kem,ahg,Central Cushitic,Afro-Asiatic,Africa,12.67,37.42,Ethiopia
Kemtuik,kmt,kmt,Nimboran,Nimboran,Papunesia,-2.67,140.33,Indonesia
Kenga,ken,kyq,Bongo-Bagirmi,Central Sudanic,Africa,12.00,18.00,Chad
Kenyah (Uma' Lung),keu,keu,North Borneo,Austronesian,Papunesia,3.00,115.83,Indonesia
Kenyang,kyg,ken,Mamfe,Niger-Congo,Africa,5.67,9.50,Cameroon
Kenyan Sign Language,ksl,xki,Sign Languages,other,Africa,0.00,38.00,Kenya
Keo,keo,xxk,Central Malayo-Polynesian,Austronesian,Papunesia,-8.83,121.25,Indonesia
Kera,ker,ker,East Chadic,Afro-Asiatic,Africa,9.83,15.08,Chad
Kerek,krq,krk,Northern Chukotko-Kamchatkan,Chukotko-Kamchatkan,Eurasia,62.25,175.00,Russia
Keresan (Santa Ana),ksa,kee,Keresan,Keresan,North America,35.42,-106.67,United States
Ket,ket,ket,Yeniseian,Yeniseian,Eurasia,64.00,87.00,Russia
Ketapang,ktp,xdy,Malayo-Sumbawan,Austronesian,Eurasia,-2.75,111.17,Indonesia
Kete,kte,kcv,Bantu,Niger-Congo,Africa,-7.00,22.83,Democratic Republic of Congo
Ketengban,ktn,xte,Mek,Trans-New Guinea,Papunesia,-4.50,140.50,Indonesia
Kewa,kew,kew,Enga_Kewa-Huli,Trans-New Guinea,Papunesia,-6.50,143.83,Papua New Guinea
Khakas,khk,kjh,Turkic,Altaic,Eurasia,53.00,90.00,Russia
Khalaj,khl,klj,Turkic,Altaic,Eurasia,35.00,50.00,Iran
Khaling,khg,klr,Himalayish,Sino-Tibetan,Eurasia,27.50,86.67,ChinaIndiaNepal
Khalkha,kha,khk,Mongolic,Altaic,Eurasia,47.00,105.00,Mongolia
Kham,kmh,kjl,Himalayish,Sino-Tibetan,Eurasia,28.50,82.75,Nepal
Kham (Dege),khd,khg,Bodic,Sino-Tibetan,Eurasia,31.83,98.58,China
Kham (Tibetan) (Nangchen),knz,khg,Bodic,Sino-Tibetan,Eurasia,32.50,96.50,China
Khanty,kty,kca,Ugric,Uralic,Eurasia,65.00,65.00,Russia
Kharia,khr,khr,Munda,Austro-Asiatic,Eurasia,22.50,84.33,India
Khasi,khs,kha,Khasian,Austro-Asiatic,Eurasia,25.50,92.00,India
Khinalug,khi,kjj,Khinalug,Nakh-Daghestanian,Eurasia,41.17,48.08,Azerbaijan
Khmer,khm,khm,Khmer,Austro-Asiatic,Eurasia,12.50,105.00,Cambodia
Khmu',kmu,kjg,Khmuic,Austro-Asiatic,Eurasia,21.00,102.00,Laos
Khowar,khw,khw,Indic,Indo-European,Eurasia,36.00,72.00,Pakistan
Khumi,khu,cnk,Kuki-Chin,Sino-Tibetan,Eurasia,21.92,92.42,Myanmar
Khün,khn,kkh,Kam-Tai,Tai-Kadai,Eurasia,21.00,100.00,Myanmar
Khwarshi,khv,khv,Avar-Andic-Tsezic,Nakh-Daghestanian,Eurasia,42.25,46.17,Russia
Kickapoo,kic,kic,Algonquian,Algic,North America,42.25,-84.00,United States
Kikuyu,kik,kik,Bantu,Niger-Congo,Africa,-0.75,36.75,Kenya
Kilba,klb,hbb,Biu-Mandara,Afro-Asiatic,Africa,10.33,13.17,Nigeria
Kilivila,klv,kij,Oceanic,Austronesian,Papunesia,-8.50,151.08,Papua New Guinea
Kiliwa,klw,klb,Yuman,Hokan,North America,31.33,-115.67,Mexico
Kiluba,kil,lub,Bantu,Niger-Congo,Africa,-8.00,26.00,Democratic Republic of Congo
Kimaghama,kim,kig,Kolopom,Kolopom,Papunesia,-8.00,138.50,Indonesia
Kinga,kga,zga,Bantu,Niger-Congo,Africa,-9.00,34.00,Tanzania
Kinnauri,knn,kfk,Bodic,Sino-Tibetan,Eurasia,31.50,78.00,India
Kinyarwanda,kin,kin,Bantu,Niger-Congo,Africa,-2.00,30.00,Rwanda
Kiowa,kio,kio,Kiowa-Tanoan,Kiowa-Tanoan,North America,37.00,-99.00,United States
Kipea,kri,kzw,Kariri,Kariri,South America,-10.00,-37.00,Brazil
Kire,kie,geb,Ruboni,Ramu-Lower Sepik,Papunesia,-4.25,144.75,Papua New Guinea
Kirghiz,kgz,kir,Turkic,Altaic,Eurasia,42.00,75.00,Kyrgyzstan
Kirghiz (Fu-Yu),kfy,kir,Turkic,Altaic,Eurasia,47.75,124.42,China
Kiribati,krb,gil,Oceanic,Austronesian,Papunesia,1.33,173.00,Kiribati
Kirikiri,kkr,kiy,West Tariku,Lakes Plain,Papunesia,-3.00,137.17,Indonesia
Kirma,kir,cme,Kirma-Tyurama,Niger-Congo,Africa,10.25,-4.83,Burkina Faso
Kisar,ksr,kje,Central Malayo-Polynesian,Austronesian,Papunesia,-8.08,127.12,Indonesia
Kisi,kis,kss,Southern Mel,Niger-Congo,Africa,8.83,-10.17,Sierra LeoneGuineaLiberia
Kisi (Southern),kss,kss,Southern Mel,Niger-Congo,Africa,8.50,-10.25,GuineaLiberia
Kitja,kij,gia,Jarrakan,Jarrakan,Australia,-17.50,127.75,Australia
Kitsai,kit,kii,Northern Caddoan,Caddoan,North America,31.83,-96.50,United States
Kituba,ktb,ktu,Creoles and Pidgins,other,Africa,-5.00,17.50,Democratic Republic of Congo
Kiwai (Southern),kiw,kjd,Kiwaian,Trans-New Guinea,Papunesia,-8.00,143.50,Papua New Guinea
Klamath,klm,kla,Klamath-Modoc,Penutian,North America,42.50,-121.50,United States
Klao,kla,klu,Kru,Niger-Congo,Africa,4.75,-8.75,Liberia
Klikitat,shp,yak,Sahaptian,Penutian,North America,46.50,-120.00,United States
Koasati,koa,cku,Muskogean,Muskogean,North America,34.83,-85.17,United States
Kobon,kob,kpw,Kalam-Kobon,Trans-New Guinea,Papunesia,-5.17,144.33,Papua New Guinea
Kodava,kod,kfa,Dravidian,Dravidian,Eurasia,12.17,76.83,India
Koegu,koe,xwg,South Surmic,Eastern Sudanic,Africa,7.00,36.08,Ethiopia
Koh,klk,xuo,Mbumic,Niger-Congo,Africa,8.00,15.50,ChadCameroon
Kohumono,koh,bcs,Upper Cross,Niger-Congo,Africa,6.00,8.12,Nigeria
Koiali (Mountain),kmo,kpx,Koiarian,Trans-New Guinea,Papunesia,-9.00,147.50,Papua New Guinea
Koiari,koi,kbk,Koiarian,Trans-New Guinea,Papunesia,-9.50,147.33,Papua New Guinea
Koita,kta,kqi,Koiarian,Trans-New Guinea,Papunesia,-9.33,147.08,Papua New Guinea
Kokborok,kok,trp,Brahmaputran,Sino-Tibetan,Eurasia,24.33,92.50,India
Kokni,kkz,kex,Indic,Indo-European,Eurasia,20.75,73.50,India
Kokota,kkt,kkk,Oceanic,Austronesian,Papunesia,-8.00,159.13,Solomon Islands
Kola,koo,kvv,Central Malayo-Polynesian,Austronesian,Papunesia,-5.50,134.50,Indonesia
Kolami,kol,kfb,Dravidian,Dravidian,Eurasia,20.00,78.50,India
Kolana,kln,kvw,Alor-Pantar,Greater West Bomberai,Papunesia,-8.25,125.12,Indonesia
Koluri,klr,shm,Iranian,Indo-European,Eurasia,37.00,48.00,Iran
Kom,kou,bkm,Wide Grassfields,Niger-Congo,Africa,6.25,10.33,Cameroon
Kombai,kmb,"tyn, wng",Ndeiram,Trans-New Guinea,Papunesia,-5.58,140.00,Indonesia
Kombio,xbi,xbi,Kombio-Arapesh,Torricelli,Papunesia,-3.50,142.75,Papua New Guinea
Komering,kag,kge,Lampungic,Austronesian,Papunesia,-3.17,104.92,Indonesia
Komi-Permyak,kop,koi,Permic,Uralic,Eurasia,59.50,54.50,Russia
Komi-Zyrian,kzy,kpv,Permic,Uralic,Eurasia,65.00,55.00,Russia
Komo,kom,xom,Koman,Koman,Africa,8.75,33.75,EthiopiaSouth Sudan
Konda,kda,kfc,Dravidian,Dravidian,Eurasia,19.50,83.00,India
Kongo,kon,kng,Bantu,Niger-Congo,Africa,-5.00,15.00,Democratic Republic of Congo
Konjo,kjo,kjc,South Sulawesi,Austronesian,Papunesia,-5.47,120.33,Indonesia
Konkani,kkn,knn,Indic,Indo-European,Eurasia,15.25,74.00,India
Konkomba,kkb,xon,Oti-Volta,Niger-Congo,Africa,10.00,0.08,TogoGhana
Konkow,knw,mjd,Maiduan,Penutian,North America,39.50,-121.50,United States
Konni,kni,kma,Oti-Volta,Niger-Congo,Africa,10.25,-1.58,Ghana
Konua,knu,kyx,North Bougainville,North Bougainville,Papunesia,-5.83,154.83,Papua New Guinea
Konyagi,kgi,cou,Tenda,Niger-Congo,Africa,12.50,-13.25,MaliGuinea
Koorete,kjr,kqy,Ta-Ne-Omotic,Afro-Asiatic,Africa,5.83,37.83,Ethiopia
Korafe,krf,kpr,Binanderean,Trans-New Guinea,Papunesia,-9.05,149.08,Papua New Guinea
Korana,krn,kqz,Khoe-Kwadi,Khoe-Kwadi,Africa,-29.50,20.50,South Africa
Koranko,kko,knk,Western Mande,Mande,Africa,9.33,-11.25,Sierra LeoneGuinea
Korean,kor,kor,Korean,Korean,Eurasia,37.50,128.00,South KoreaNorth Korea
Koreguaje,kje,coe,Tucanoan,Tucanoan,South America,1.00,-75.50,Colombia
Korku,kku,kfq,Munda,Austro-Asiatic,Eurasia,22.50,78.50,India
Koromfe,kfe,kfz,Koromfe,Niger-Congo,Africa,14.25,-0.92,Burkina FasoMali
Korowai,krw,khe,Becking-Dawi,Trans-New Guinea,Papunesia,-5.25,140.00,Indonesia
Koryak,kry,kpy,Northern Chukotko-Kamchatkan,Chukotko-Kamchatkan,Eurasia,61.00,167.00,Russia
Kosop,ksp,kia,Kim,Niger-Congo,Africa,9.92,15.92,Chad
Kosraean,kos,kos,Oceanic,Austronesian,Papunesia,5.30,163.00,Micronesia
Kota,kot,kfe,Dravidian,Dravidian,Eurasia,11.50,77.17,India
Kotoko,ktk,aal,Biu-Mandara,Afro-Asiatic,Africa,11.33,15.33,Central African Republic
Kott,ktt,,Yeniseian,Yeniseian,Eurasia,57.00,94.00,Russia
Ko (Winye),kow,kst,Grusi,Niger-Congo,Africa,11.87,-2.92,Burkina Faso
Koya,koy,kff,Dravidian,Dravidian,Eurasia,17.50,81.33,India
Koyraboro Senni,kse,ses,Songhay,Songhay,Africa,16.00,0.00,MaliNiger
Koyra Chiini,kch,khq,Songhay,Songhay,Africa,17.00,-3.00,Mali
Koyukon,kyn,koy,Athapaskan,Na-Dene,North America,65.00,-155.00,United States
Kpan,kpa,kpk,Jukunoid,Niger-Congo,Africa,7.58,10.17,Nigeria
Kpelle,kpe,xpe,Western Mande,Mande,Africa,7.00,-10.00,Liberia
Kposo,kpo,kpo,Ka-Togo,Niger-Congo,Africa,7.50,0.83,Togo
Krahô,krh,xra,Je Setentrional,Macro-Ge,South America,-8.00,-48.00,Brazil
Krenak,kqq,kqq,Aimore,Macro-Ge,South America,-15.50,-41.00,Brazil
Kresh,kre,krs,Kresh,Central Sudanic,Africa,8.50,24.50,South Sudan
Kriol (Fitzroy Crossing),kfc,rop,Creoles and Pidgins,other,Australia,-18.17,125.58,Australia
Kriol (Ngukurr),knq,rop,Creoles and Pidgins,other,Australia,-14.83,135.00,Australia
Krongo,kro,kgo,Kadugli,Kadu,Africa,10.50,30.00,Sudan
Krymchak,kym,jct,Turkic,Altaic,Eurasia,45.00,34.25,Ukraine
Kryz,krz,kry,Lezgic,Nakh-Daghestanian,Eurasia,41.08,48.00,Azerbaijan
Ksingmul,ksi,puo,Khmuic,Austro-Asiatic,Eurasia,21.08,104.00,VietnamLaos
Kualan,kua,sdm,Land Dayak,Austronesian,Papunesia,-0.42,110.42,Indonesia
Kugu Nganhcara,knc,uwa,Northern Pama-Nyungan,Pama-Nyungan,Australia,-14.42,142.00,Australia
Kui (in India),kui,kxu,Dravidian,Dravidian,Eurasia,20.00,83.50,India
Kui (in Indonesia),kiu,kvd,Alor-Pantar,Greater West Bomberai,Papunesia,-8.43,124.55,Indonesia
Kuikúro,kkq,kui,Cariban,Cariban,South America,-12.42,-53.08,Brazil
Kukú,kuk,bfa,Western Nilotic,Eastern Sudanic,Africa,5.83,31.67,South Sudan
Kuku-Yalanji,kya,gvn,Northern Pama-Nyungan,Pama-Nyungan,Australia,-16.00,145.00,Australia
Kulamanen,kuz,mbt,Greater Central Philippine,Austronesian,Papunesia,7.75,125.00,Philippines
Kullo,kul,dwr,Ta-Ne-Omotic,Afro-Asiatic,Africa,6.75,37.08,Ethiopia
Kulung,klg,kle,Himalayish,Sino-Tibetan,Eurasia,27.50,87.00,Nepal
Kuman,kmn,kue,Chimbu-Wahgi,Trans-New Guinea,Papunesia,-5.92,145.00,Papua New Guinea
Kumauni,kum,kfy,Indic,Indo-European,Eurasia,30.00,80.00,India
Kumyk,kuq,kum,Turkic,Altaic,Eurasia,43.00,47.33,Russia
Kuna,kun,kvn,Kuna,Chibchan,South America,8.00,-77.33,ColombiaPanama
Kunama,knm,kun,Kunama,Kunama,Africa,14.50,37.00,EthiopiaEritrea
Kunimaipa,kmp,kup,Core Goilalan,Trans-New Guinea,Papunesia,-8.00,146.83,Papua New Guinea
Kunjen,kjn,kjn,Northern Pama-Nyungan,Pama-Nyungan,Australia,-16.50,142.50,Australia
Kunming,kug,cmn,Chinese,Sino-Tibetan,Eurasia,25.00,102.75,China
