ISO Code,Language Name,Summary,Population Size,Institutional (%),Stable (%),Endangered (%),Extinct (%),Digital Support
bxb,Belanda Bor,Belanda Bor is a stable indigenous language of South Sudan. It belongs to the Nilo-Saharan language family. The language is used as a first language by all in the ethnic community. It is not known to be taught in schools.,10K to 1M,0%,100%,0%,0%,Emerging
bxc,Molengue,"Molengue is an endangered indigenous language of Equatorial Guinea. It belongs to the Niger-Congo language family. The language is used as a first language by all adults in the ethnic community, but not all young people. It is not known to be taught in schools.",Less than 10K,0%,0%,100%,0%,Still
bxd,Pela,"Pela is an endangered indigenous language of China. It belongs to the Sino-Tibetan language family. The language is used as a first language by all adults in the ethnic community, but not all young people. It is not known to be taught in schools.",Less than 10K,0%,0%,100%,0%,Still
bxe,Ongota,Ongota is an endangered indigenous language of Ethiopia. It is an isolate that is not known to be related to any other language. The language is used as a first language by the elderly only. It is not known to be taught in schools.,None,0%,0%,100%,0%,Still
bxf,Minigir,Minigir is a stable indigenous language of Papua New Guinea. It belongs to the Austronesian language family. The language is used as a first language by all in the ethnic community. It is not known to be taught in schools.,Less than 10K,0%,100%,0%,0%,Still
bxg,Bangala,"Bangala is a language of wider communication that originated in the Democratic Republic of the Congo. It belongs to the Niger-Congo language family. Direct evidence is lacking, but the language is thought to be used as a first language by all in the ethnic community. It is not known to be taught in schools.",1M to 1B,100%,0%,0%,0%,Emerging
bxh,Buhutu,Buhutu is a stable indigenous language of Papua New Guinea. It belongs to the Austronesian language family. The language is used as a first language by all in the ethnic community. It is not known to be taught in schools.,Less than 10K,0%,100%,0%,0%,Emerging
bxi,Pirlatapa,Pirlatapa is an extinct language of Australia. It belongs to the Australian language family.,None,0%,0%,0%,100%,Still
bxj,Bayungu,Bayungu is a dormant language of Australia. It belongs to the Australian language family. The language is no longer used as a first language by any remaining members of the ethnic community. It is not known to be taught in schools.,None,0%,0%,100%,0%,Still
bxk,Bukusu,Bukusu is a stable indigenous language of Kenya and Uganda. It belongs to the Niger-Congo language family and is part of the Oluluyia macrolanguage. The language is used as a first language by all in the ethnic community. It is taught as a subject of instruction in education.,1M to 1B,100%,0%,0%,0%,Ascending
bxl,Jalkunan,"Jalkunan is an endangered indigenous language of Burkina Faso. It belongs to the Niger-Congo language family. Direct evidence is lacking, but the language is thought to be used as a first language by adults only. It is not known to be taught in schools.",Less than 10K,0%,0%,100%,0%,Emerging
bxm,"Buriat, Mongolia","Mongolia Buriat is a stable indigenous language of Mongolia. It belongs to the Mongolic language family and is part of the Buriat macrolanguage. Direct evidence is lacking, but the language is thought to be used as a first language by all in the ethnic community. It is not known to be taught in schools.",10K to 1M,0%,100%,0%,0%,Emerging
bxn,Burduna,Burduna is an extinct language of Australia. It belongs to the Australian language family.,None,0%,0%,0%,100%,Still
bxo,Barikanchi,Barikanchi is a language of Nigeria that is used only as a second language and has no ethnic community. It is a Hausa-based pidgin. It is not known to be taught in schools.,None,0%,0%,100%,0%,Emerging
bxp,Bebil,"Bebil is a stable indigenous language of Cameroon. It belongs to the Niger-Congo language family. Direct evidence is lacking, but the language is thought to be used as a first language by all in the ethnic community. It is not known to be taught in schools.",Less than 10K,0%,100%,0%,0%,Emerging
bxq,Beele,Beele is a dormant language of Nigeria. It belongs to the Afro-Asiatic language family. The language is no longer used as a first language by any remaining members of the ethnic community. It is not known to be taught in schools.,None,0%,0%,100%,0%,Still
bxr,Russia Buriat,"Russia Buriat is an endangered indigenous language of the Russian Federation. It belongs to the Mongolic language family and is part of the Buriat macrolanguage. The language is used as a first language by all adults in the ethnic community, but not all young people. It is taught as a subject of instruction in some schools.",10K to 1M,0%,0%,100%,0%,Ascending
bxs,Busam,"Busam is an endangered indigenous language of Cameroon. It belongs to the Niger-Congo language family. The language is used as a first language by all adults in the ethnic community, but not all young people. It is not known to be taught in schools.",Less than 10K,0%,0%,100%,0%,Emerging
bxu,"Buriat, China","China Buriat is an endangered indigenous language of China. It belongs to the Mongolic language family and is part of the Buriat macrolanguage. Direct evidence is lacking, but the language is thought to be used as a first language by adults only. It is not known to be taught in schools.",10K to 1M,0%,0%,100%,0%,Still
bxv,Berakou,Berakou is an extinct language of Chad. It belongs to the Nilo-Saharan language family.,None,0%,0%,0%,100%,Emerging
bxw,Bankagooma,Bankagooma is a stable indigenous language of Mali. It belongs to the Niger-Congo language family. The language is used as a first language by all in the ethnic community. It is not known to be taught in schools.,Less than 10K,0%,100%,0%,0%,Still
bxz,Binahari,"Binahari is a stable indigenous language of Papua New Guinea. It belongs to the Trans-New Guinea language family. Direct evidence is lacking, but the language is thought to be used as a first language by all in the ethnic community. It is not known to be taught in schools.",Less than 10K,0%,100%,0%,0%,Still
bya,Batak,"Batak is an endangered indigenous language of the Philippines. It belongs to the Austronesian language family. Direct evidence is lacking, but the language is thought to be used as a first language by adults only. It is not known to be taught in schools.",Less than 10K,0%,0%,100%,0%,Ascending
byb,Bikya,Bikya is an extinct language of Cameroon. It belongs to the Niger-Congo language family.,None,0%,0%,0%,100%,Emerging
byc,Ubaghara,"Ubaghara is a stable indigenous language of Nigeria. It belongs to the Niger-Congo language family. Direct evidence is lacking, but the language is thought to be used as a first language by all in the ethnic community. It is not known to be taught in schools.",10K to 1M,0%,100%,0%,0%,Still
byd,Benyadu’,"Benyadu’ is a stable indigenous language of Indonesia. It belongs to the Austronesian language family. Direct evidence is lacking, but the language is thought to be used as a first language by all in the ethnic community. It is not known to be taught in schools.",10K to 1M,0%,100%,0%,0%,Emerging
bye,Pouye,Pouye is a stable indigenous language of Papua New Guinea. It belongs to the Sepik language family. The language is used as a first language by all in the ethnic community. It is not known to be taught in schools.,Less than 10K,0%,100%,0%,0%,Emerging
byf,Bete,"Bete is an endangered indigenous language of Nigeria. It belongs to the Niger-Congo language family. Direct evidence is lacking, but the language is thought to be used as a first language by the elderly only. It is not known to be taught in schools.",None,0%,0%,100%,0%,Emerging
byg,Baygo,Baygo is a dormant language of Sudan. It belongs to the Nilo-Saharan language family. The language is no longer used as a first language by any remaining members of the ethnic community. It is not known to be taught in schools.,None,0%,0%,100%,0%,Still
byh,Bhujel,Bhujel is an endangered indigenous language of Nepal. It belongs to the Sino-Tibetan language family. The language is used as a first language by older adults only. It is not known to be taught in schools.,10K to 1M,0%,0%,100%,0%,Emerging
